Shimmering Blush	shimmeringblush	#D98695	Wikipedia
Shiny Shamrock	shinyshamrock	#5FA778	Wikipedia
Shocking Pink	shockingpink	#FC0FC0	Wikipedia
Sienna	sienna	#A0522D	CSS
Signal Black	signalblack	#2E3032	RAL
Signal Blue	signalblue	#154889	RAL
Signal Brown	signalbrown	#7B5141	RAL
Signal Green	signalgreen	#0F8558	RAL
Signal Grey	signalgrey	#9EA0A1	RAL
Signal Orange	signalorange	#D4652F	RAL
Signal Red	signalred	#A02128	RAL
Signal Violet	signalviolet	#904684	RAL
Signal White	signalwhite	#F4F8F4	RAL
Signal Yellow	signalyellow	#F9A800	RAL
Silk Grey	silkgrey	#BDBDB2	RAL
Silver	silver	#C0C0C0	CSS
Silver Chalice	silverchalice	#ACACAC	Wikipedia
Silver Foil	silverfoil	#AFB1AE	Wikipedia
Silver Grey	silvergrey	#8F999F	RAL
Silver Lake Blue	silverlakeblue	#5D89BA	Wikipedia
Silver Pink	silverpink	#C4AEAD	Wikipedia
Silver Sand	silversand	#BFC1C2	Wikipedia
Sinopia	sinopia	#CB410B	Wikipedia
Sizzling Red	sizzlingred	#FF3855	Wikipedia
Sizzling Sunrise	sizzlingsunrise	#FFDB00	Wikipedia
Skobeloff	skobeloff	#007474	Wikipedia
Sky Blue	skyblue	#87CEEB	CSS
Sky Magenta	skymagenta	#CF71AF	Wikipedia
Slate Blue	slateblue	#6A5ACD	CSS
Slate Gray	slategray	#708090	CSS
Slate Grey	slategrey	#708090	CSS
Slategrey	slategrey	#708090	CSS
Slimy Green	slimygreen	#299617	Wikipedia
Smitten	smitten	#C84186	Wikipedia
Smoke	smoke	#738276	Wikipedia
Smokey Topaz	smokeytopaz	#832A0D	Wikipedia
Smoky Black	smokyblack	#100C08	Wikipedia
Snow	snow	#FFFAFA	CSS
Soap	soap	#CEC8EF	Wikipedia
Solid Pink	solidpink	#893843	Wikipedia
Sonic Silver	sonicsilver	#757575	Wikipedia
Space Cadet	spacecadet	#1D2951	Wikipedia
Spanish Bistre	spanishbistre	#807532	Wikipedia
Spanish Blue	spanishblue	#0070B8	Wikipedia
Spanish Carmine	spanishcarmine	#D10047	Wikipedia
Spanish Crimson	spanishcrimson	#E51A4C	Wikipedia
Spanish Gray	spanishgray	#989898	Wikipedia
Spanish Green	spanishgreen	#009150	Wikipedia
Spanish Orange	spanishorange	#E86100	Wikipedia
Spanish Pink	spanishpink	#F7BFBE	Wikipedia
Spanish Purple	spanishpurple	#66033C	Wikipedia
Spanish Red	spanishred	#E60026	Wikipedia
Spanish Sky Blue	spanishskyblue	#00FFFE	Wikipedia
Spanish Violet	spanishviolet	#4C2882	Wikipedia
Spanish Viridian	spanishviridian	#007F5C	Wikipedia
Spanish Yellow	spanishyellow	#F6B511	Wikipedia
Spartan Crimson	spartancrimson	#9E1316	Wikipedia
Spicy Mix	spicymix	#8B5f4D	Wikipedia
Spring Bud	springbud	#A7FC00	Wikipedia
Spring Frost	springfrost	#87FF2A	Wikipedia
Spring Green	springgreen	#00FF7F	CSS
Squirrel Grey	squirrelgrey	#7E8B92	RAL
St. Patrick's Blue	stpatricksblue	#23297A	Wikipedia
Star Command Blue	starcommandblue	#007BB8	Wikipedia
Steel Blue	steelblue	#4682B4	CSS
Steel Pink	steelpink	#CC33CC	Wikipedia
Steel Teal	steelteal	#5F8A8F	Wikipedia
Stil De Grain Yellow	stildegrainyellow	#FADA5E	Wikipedia
Stone Grey	stonegrey	#939388	RAL
Stop Red	stopred	#CF142B	Wikipedia
Straw	straw	#E4D96F	Wikipedia
Strawberry	strawberry	#FA5053	Wikipedia
Strawberry Blonde	strawberryblonde	#FF9361	Wikipedia
Strawberry Iced Tea	strawberryicedtea	#FC5A8D	Wikipedia
Strawberry Red	strawberryred	#D14152	RAL
Strong Lime Green	stronglimegreen	#33CC33	Wikipedia
Sugar Plum	sugarplum	#914E75	Wikipedia
Sulfur Yellow	sulfuryellow	#F1DD38	RAL
Sun Yellow	sunyellow	#F09200	RAL
Sunglow	sunglow	#FFCC33	Wikipedia
Sunray	sunray	#E3AB57	Wikipedia
Sunset	sunset	#FAD6A5	Wikipedia
Sunset Orange	sunsetorange	#FE4C40	Crayola
Super Pink	superpink	#CF6BA9	Wikipedia
Sweet Brown	sweetbrown	#A83731	Wikipedia
Syracuse Orange	syracuseorange	#D44500	Wikipedia
Tan	tan	#D2B48C	CSS
Tangelo	tangelo	#F94D00	Wikipedia
Tangerine	tangerine	#F28500	Wikipedia
Tangerine Yellow	tangerineyellow	#FFCC00	Wikipedia
Tango Pink	tangopink	#E4717A	Wikipedia
Tarpaulin Grey	tarpaulingrey	#575D57	RAL
Tart Orange	tartorange	#FB4D46	Wikipedia
Taupe	taupe	#483C32	Wikipedia
Taupe Gray	taupegray	#8B8589	Wikipedia
Tawny	tawny	#CD5700	Wikipedia
Tea Green	teagreen	#D0F0C0	Wikipedia
Tea Rose	tearose	#F4C2C2	Wikipedia
Teal	teal	#008080	CSS
Teal Blue	tealblue	#367588	Crayola
Teal Deer	tealdeer	#99E6B3	Wikipedia
Teal Green	tealgreen	#00827F	Wikipedia
Technobotanica	technobotanica	#00FFBF	Wikipedia
Telegrey 1	telegreyone	#91969A	RAL
Telegrey 2	telegreytwo	#82898E	RAL
Telegrey 4	telegreyfour	#CFD0CF	RAL
Telemagenta	telemagenta	#CF3476	RAL
Temptress	temptress	#3C2126	Wikipedia
Tenné	tenne	#CD5700	Wikipedia
Terra Brown	terrabrown	#4E3B2B	RAL
Terra Cotta	terracotta	#E2725B	Wikipedia
Thistle	thistle	#D8BFD8	CSS
Thulian Pink	thulianpink	#DE6FA1	Wikipedia
Tickle Me Pink	ticklemepink	#FC89AC	Crayola
Tiffany Blue	tiffanyblue	#0ABAB5	Wikipedia
Tiger's Eye	tigerseye	#E08D3C	Wikipedia
Timberwolf	timberwolf	#DBD7D2	Crayola
Titanium	titanium	#878681	Wikipedia
Titanium Yellow	titaniumyellow	#EEE600	Wikipedia
Tomato	tomato	#FF6347	CSS
Tomato Red	tomatored	#9C322E	RAL
Tomato Sauce	tomatosauce	#B21807	Wikipedia
Tooth	tooth	#FFFAFA	Wikipedia
Topaz	topaz	#FFC87C	Wikipedia
Tourmaline	tourmaline	#86A1A9	Wikipedia
Tractor Red	tractorred	#FD0E35	Wikipedia
Traffic Black	trafficblack	#2A2D2F	RAL
Traffic Blue	trafficblue	#0E518D	RAL
Traffic Green	trafficgreen	#008754	RAL
Traffic Grey A	trafficgreya	#8F9695	RAL
Traffic Grey B	trafficgreyb	#4E5451	RAL
Traffic Orange	trafficorange	#E15501	RAL
Traffic Purple	trafficpurple	#992572	RAL
Traffic Red	trafficred	#C1121C	RAL
Traffic White	trafficwhite	#F7FBF5	RAL
Traffic Yellow	trafficyellow	#F7B500	RAL
Trolley Grey	trolleygrey	#808080	Wikipedia
Tropical Rainforest	tropicalrainforest	#00755E	Crayola
True Blue	trueblue	#2D68C4	Wikipedia
Trypan Blue	trypanblue	#1C05B3	Wikipedia
Tufts Blue	tuftsblue	#3E8EDE	Wikipedia
Tulip	tulip	#FF878D	Wikipedia
Tumbleweed	tumbleweed	#DEAA88	Crayola
Turkish Rose	turkishrose	#B57281	Wikipedia
Turquoise	turquoise	#40E0D0	CSS
Turquoise Blue	turquoiseblue	#00FFEF	RAL
Turquoise Green	turquoisegreen	#A0D6B4	RAL
Turtle Green	turtlegreen	#8A9A5B	Wikipedia
Tuscan	tuscan	#FAD6A5	Wikipedia
Tuscan Brown	tuscanbrown	#6F4E37	Wikipedia
Tuscan Red	tuscanred	#7C4848	Wikipedia
Tuscan Tan	tuscantan	#A67B5B	Wikipedia
Tuscany	tuscany	#C09999	Wikipedia
Twilight Lavender	twilightlavender	#8A496B	Wikipedia
Twitter Blue	twitterblue	#26A7DE	Wikipedia
Tyrian Purple	tyrianpurple	#66023C	Wikipedia
UA Blue	uablue	#0033AA	Wikipedia
UA Red	uared	#D9004C	Wikipedia
UP Forest Green	upforestgreen	#014421	Wikipedia
UP Maroon	upmaroon	#7B1113	Wikipedia
UPS Brown	upsbrown	#644117	Wikipedia
USAFA Blue	usafablue	#004F98	Wikipedia
Ultra Pink	ultrapink	#FF6FFF	Wikipedia
Ultra Red	ultrared	#FC6C85	Wikipedia
Ultramarine	ultramarine	#3F00FF	Wikipedia
Ultramarine Blue	ultramarineblue	#4166F5	RAL
Umber	umber	#635147	Wikipedia
Umbra Grey	umbragrey	#4B4D46	RAL
Unbleached Silk	unbleachedsilk	#FFDDCA	Wikipedia
United Nations Blue	unitednationsblue	#009EDB	Wikipedia
University Of Pennsylvania Red	universityofpennsylvaniared	#A50021	Wikipedia
Unmellow Yellow	unmellowyellow	#FFFF66	Wikipedia
Upsdell Red	upsdellred	#AE2029	Wikipedia
Uranian Blue	uranianblue	#AFDBF5	Wikipedia
Urobilin	urobilin	#E1AD21	Wikipedia
Van Dyke Brown	vandykebrown	#664228	Crayola
Vanilla	vanilla	#F3E5AB	Wikipedia
Vanilla Ice	vanillaice	#F38FA9	Wikipedia
Vegas Gold	vegasgold	#C5B358	Wikipedia
Venetian Red	venetianred	#C80815	Crayola
Verdigris	verdigris	#43B3AE	Wikipedia
Vermilion	vermilion	#E34234	RAL
Veronica	veronica	#A020F0	Wikipedia
Very Light Azure	verylightazure	#74BBFB	Wikipedia
Very Light Blue	verylightblue	#6666FF	Wikipedia
Very Light Malachite Green	verylightmalachitegreen	#64E986	Wikipedia
Very Light Tangelo	verylighttangelo	#FFB077	Wikipedia
Very Pale Orange	verypaleorange	#FFDFBF	Wikipedia
Very Pale Yellow	verypaleyellow	#FFFFBF	Wikipedia
Vine Green	vinegreen	#164010	Wikipedia
Violet	violet	#EE82EE	CSS
Violet-blue	violetblue	#324AB2	RAL
Violet-red	violetred	#F75394	Crayola
Violin Brown	violinbrown	#674403	Wikipedia
Viridian	viridian	#40826D	Wikipedia
Viridian Green	viridiangreen	#009698	Wikipedia
Vista Blue	vistablue	#7C9ED9	Wikipedia
Vivid Amber	vividamber	#cc9900	Wikipedia
Vivid Auburn	vividauburn	#922724	Wikipedia
Vivid Burgundy	vividburgundy	#9F1D35	Wikipedia
Vivid Cerise	vividcerise	#DA1D81	Wikipedia
Vivid Cerulean	vividcerulean	#00AAEE	Wikipedia
Vivid Crimson	vividcrimson	#CC0033	Wikipedia
Vivid Gamboge	vividgamboge	#FF9900	Wikipedia
Vivid Lime Green	vividlimegreen	#a6d608	Wikipedia
Vivid Mulberry	vividmulberry	#B80CE3	Wikipedia
Vivid Orange	vividorange	#FF5F00	Wikipedia
Vivid Orange Peel	vividorangepeel	#FFA000	Wikipedia
Vivid Orchid	vividorchid	#CC00FF	Wikipedia
Vivid Raspberry	vividraspberry	#FF006C	Wikipedia
Vivid Red	vividred	#F70D1A	Wikipedia
Vivid Red-tangelo	vividredtangelo	#DF6124	Wikipedia
Vivid Sky Blue	vividskyblue	#00CCFF	Wikipedia
Vivid Tangelo	vividtangelo	#F07427	Wikipedia
Vivid Tangerine	vividtangerine	#FFA089	Crayola
Vivid Vermilion	vividvermilion	#e56024	Wikipedia
Vivid Violet	vividviolet	#9F00FF	Crayola
Vivid Yellow	vividyellow	#FFE302	Wikipedia
Volt	volt	#CEFF00	Wikipedia
Warm Black	warmblack	#004242	Wikipedia
Water	water	#D4F1F9	Wikipedia
Water Blue	waterblue	#07737A	RAL
Watermelon	watermelon	#F05C85	Wikipedia
Watermelon Red	watermelonred	#BF4147	Wikipedia
Watermelon Yellow	watermelonyellow	#EEFF1B	Wikipedia
Waterspout	waterspout	#A4F4F9	Wikipedia
Weezy Blue	weezyblue	#189BCC	Wikipedia
Wenge	wenge	#645452	Wikipedia
Wheat	wheat	#F5DEB3	CSS
White	white	#FFFFFF	CSS
White Aluminium	whitealuminium	#A5A8A6	RAL
White Chocolate	whitechocolate	#EDE6D6	Wikipedia
White Coffee	whitecoffee	#E6E0D4	Wikipedia
White Smoke	whitesmoke	#F5F5F5	CSS
Wild Blue Yonder	wildblueyonder	#A2ADD0	Wikipedia
Wild Orchid	wildorchid	#D470A2	Wikipedia
Wild Strawberry	wildstrawberry	#FF43A4	Crayola
Wild Watermelon	wildwatermelon	#FC6C85	Wikipedia
Willpower Orange	willpowerorange	#FD5800	Wikipedia
Window Grey	windowgrey	#9DA3A6	RAL
Windsor Tan	windsortan	#A75502	Wikipedia
Wine	wine	#722F37	Wikipedia
Wine Dregs	winedregs	#673147	Wikipedia
Wine Red	winered	#5E2028	RAL
Winter Sky	wintersky	#FF007C	Wikipedia
Wintergreen Dream	wintergreendream	#56887D	Wikipedia
Wisteria	wisteria	#C9A0DC	Crayola
Wood Brown	woodbrown	#C19A6B	Wikipedia
Xanadu	xanadu	#738678	Wikipedia
Xanthic	xanthic	#EEED09	Wikipedia
Xanthous	xanthous	#F1B42F	Wikipedia
YInMn Blue	yinmnblue	#2E5090	Wikipedia
Yale Blue	yaleblue	#00356B	Wikipedia
Yellow	yellow	#FFFF00	CSS
Yellow Green	yellowgreen	#9ACD32	CSS
Yellow Grey	yellowgrey	#939176	RAL
Yellow Olive	yellowolive	#444337	RAL
Yellow Orange	yelloworange	#FFAE42	RAL
Yellow Rose	yellowrose	#FFF000	Wikipedia
Yellow Sunshine	yellowsunshine	#FFF700	Wikipedia
Yellow-green	yellowgreen	#9ACD32	CSS
Zaffre	zaffre	#0014A8	Wikipedia
Zebra White	zebrawhite	#F5F5F5	Wikipedia
Zinc Yellow	zincyellow	#FACA30	RAL
Zinnwaldite	zinnwaldite	#2C1608	Wikipedia
Zinnwaldite Brown	zinnwalditebrown	#2C1608	Wikipedia
Zomp	zomp	#39A78E	Wikipedia
